	Id	Genere	FranjaEdat	NumVoluntariats
7102	7102	1	10	2
7103	7103	2	9	4
7104	7104	1	8	5
7105	7105	2	9	4
7106	7106	1	7	1
7107	7107	0	9	1
7108	7108	0	8	2
7109	7109	0	9	5
7110	7110	2	10	2
7111	7111	1	7	5
7112	7112	2	10	1
7113	7113	0	8	4
7114	7114	1	7	2
7115	7115	1	10	3
7116	7116	0	8	4
7117	7117	2	7	3
7118	7118	0	9	3
7119	7119	2	10	4
7120	7120	0	8	5
7121	7121	1	8	5
7122	7122	0	9	4
7123	7123	2	8	4
7124	7124	1	10	5
7125	7125	2	8	3
7126	7126	2	7	5
7127	7127	2	8	3
7128	7128	1	10	5
7129	7129	0	9	1
7130	7130	0	10	1
7131	7131	1	8	2
7132	7132	0	9	1
7133	7133	1	8	5
7134	7134	1	9	5
7135	7135	2	9	3
7136	7136	1	9	2
7137	7137	0	8	2
7138	7138	2	10	4
7139	7139	1	9	1
7140	7140	2	7	5
7141	7141	2	9	2
7142	7142	0	8	1
7143	7143	1	8	5
7144	7144	2	9	5
7145	7145	0	9	2
7146	7146	0	8	3
7147	7147	0	8	3
7148	7148	1	9	5
7149	7149	2	9	3
7150	7150	1	10	4
7151	7151	1	7	4
7152	7152	2	8	2
7153	7153	2	8	5
7154	7154	2	7	1
7155	7155	1	7	2
7156	7156	2	8	4
7157	7157	1	7	5
7158	7158	0	8	5
7159	7159	1	7	1
7160	7160	1	9	4
7161	7161	2	7	2
7162	7162	2	7	1
7163	7163	2	8	1
7164	7164	1	7	4
7165	7165	1	10	5
7166	7166	0	9	2
7167	7167	0	7	5
7168	7168	1	10	4
7169	7169	2	10	2
7170	7170	1	9	1
7171	7171	0	7	1
7172	7172	2	10	1
7173	7173	0	8	3
7174	7174	1	7	2
7175	7175	1	7	1
7176	7176	1	10	4
7177	7177	1	10	4
7178	7178	2	9	2
7179	7179	2	9	2
7180	7180	0	9	5
7181	7181	2	7	5
7182	7182	1	8	5
7183	7183	2	9	4
7184	7184	1	10	5
7185	7185	2	9	4
7186	7186	0	10	3
7187	7187	0	10	4
7188	7188	2	7	1
7189	7189	2	10	3
7190	7190	1	7	5
7191	7191	0	8	2
7192	7192	1	10	3
7193	7193	2	10	1
7194	7194	2	9	1
7195	7195	1	10	2
7196	7196	0	9	4
7197	7197	0	9	3
7198	7198	1	7	1
7199	7199	0	9	5
7200	7200	1	7	4
7201	7201	0	7	3
7202	7202	2	7	5
7203	7203	0	9	3
7204	7204	0	8	5
7205	7205	0	10	2
7206	7206	0	10	1
7207	7207	2	7	1
7208	7208	1	8	3
7209	7209	0	9	3
7210	7210	2	9	2
7211	7211	0	9	1
7212	7212	1	8	2
7213	7213	2	7	3
7214	7214	0	10	3
7215	7215	0	9	5
7216	7216	0	10	1
7217	7217	1	9	1
7218	7218	1	10	2
7219	7219	0	8	4
7220	7220	0	9	2
7221	7221	0	9	3
7222	7222	2	9	4
7223	7223	0	9	3
7224	7224	0	8	4
7225	7225	1	10	1
7226	7226	0	9	5
7227	7227	1	9	3
7228	7228	1	8	3
7229	7229	1	10	2
7230	7230	1	7	4
7231	7231	1	7	1
7232	7232	2	7	3
7233	7233	0	10	5
7234	7234	2	10	5
7235	7235	1	7	4
7236	7236	1	7	4
7237	7237	2	8	4
7238	7238	1	7	2
7239	7239	0	9	5
7240	7240	1	7	4
7241	7241	1	8	3
7242	7242	2	10	3
7243	7243	0	7	1
7244	7244	2	8	2
7245	7245	2	8	4
7246	7246	1	9	5
7247	7247	0	9	3
7248	7248	0	8	1
7249	7249	2	7	4
7250	7250	1	10	5
7251	7251	0	7	4
7252	7252	1	10	3
7253	7253	1	8	1
7254	7254	0	9	5
7255	7255	0	9	2
7256	7256	1	9	4
7257	7257	2	8	5
7258	7258	0	8	5
7259	7259	2	7	5
7260	7260	2	7	1
7261	7261	0	10	5
7262	7262	2	9	1
7263	7263	2	8	4
7264	7264	2	9	2
7265	7265	2	8	3
7266	7266	0	10	3
7267	7267	2	10	1
7268	7268	2	7	2
7269	7269	2	8	4
7270	7270	2	7	1
7271	7271	1	7	2
7272	7272	2	10	2
7273	7273	0	7	4
7274	7274	1	7	2
7275	7275	0	8	5
7276	7276	2	7	3
7277	7277	1	7	2
7278	7278	0	7	5
7279	7279	2	7	5
7280	7280	0	8	5
7281	7281	0	7	5
7282	7282	1	7	4
7283	7283	0	9	2
7284	7284	1	8	3
7285	7285	1	8	4
7286	7286	2	10	2
7287	7287	0	7	1
7288	7288	1	7	2
7289	7289	0	8	4
7290	7290	0	9	4
7291	7291	1	8	1
7292	7292	2	9	2
7293	7293	0	7	5
7294	7294	0	10	4
7295	7295	1	9	3
7296	7296	2	7	5
7297	7297	1	7	5
7298	7298	1	9	1
7299	7299	2	7	3
7300	7300	2	10	1
7301	7301	2	9	2
7302	7302	0	10	4
7303	7303	2	9	2
7304	7304	2	8	2
7305	7305	1	10	1
7306	7306	1	9	2
7307	7307	1	10	4
7308	7308	0	10	2
7309	7309	0	7	5
7310	7310	2	7	3
7311	7311	0	8	3
7312	7312	2	9	4
7313	7313	0	8	3
7314	7314	2	9	2
7315	7315	1	10	5
7316	7316	0	10	4
7317	7317	2	10	1
7318	7318	1	9	2
7319	7319	2	9	5
7320	7320	0	9	3
7321	7321	2	9	4
7322	7322	2	9	1
7323	7323	0	7	4
7324	7324	0	8	4
7325	7325	1	10	4
7326	7326	0	9	4
7327	7327	2	9	3
7328	7328	1	7	1
7329	7329	2	9	4
7330	7330	2	8	3
7331	7331	0	8	3
7332	7332	2	9	3
7333	7333	2	7	2
7334	7334	0	8	2
7335	7335	1	8	5
7336	7336	1	7	4
7337	7337	0	9	4
7338	7338	2	10	5
7339	7339	0	8	4
7340	7340	2	8	2
7341	7341	1	7	3
7342	7342	2	10	4
7343	7343	0	7	3
7344	7344	1	9	4
7345	7345	2	10	3
7346	7346	0	10	5
7347	7347	1	10	5
7348	7348	0	7	1
7349	7349	0	9	1
7350	7350	2	8	2
7351	7351	2	10	4
7352	7352	2	10	5
7353	7353	2	7	1
7354	7354	2	8	3
7355	7355	0	8	3
7356	7356	2	8	1
7357	7357	1	7	1
7358	7358	1	7	1
7359	7359	1	9	4
7360	7360	0	7	4
7361	7361	2	8	4
7362	7362	1	8	3
7363	7363	2	8	5
7364	7364	0	10	2
7365	7365	2	8	4
7366	7366	1	8	2
7367	7367	2	9	3
7368	7368	0	8	4
7369	7369	0	7	4
7370	7370	1	10	2
7371	7371	1	8	3
7372	7372	0	10	4
7373	7373	0	7	1
7374	7374	0	9	4
7375	7375	2	9	2
7376	7376	2	9	2
7377	7377	2	8	2
7378	7378	2	9	1
7379	7379	1	7	2
7380	7380	1	9	5
7381	7381	1	10	4
7382	7382	2	10	2
7383	7383	2	9	3
7384	7384	2	9	3
7385	7385	0	8	4
7386	7386	1	9	4
7387	7387	2	10	1
7388	7388	0	9	4
7389	7389	0	7	1
7390	7390	2	10	4
7391	7391	1	9	2
7392	7392	1	8	3
7393	7393	1	10	1
7394	7394	2	8	4
7395	7395	2	10	2
7396	7396	1	8	3
7397	7397	2	7	5
7398	7398	0	7	1
7399	7399	2	9	2
7400	7400	1	10	2
7401	7401	0	9	2
7402	7402	1	9	5
7403	7403	1	9	3
7404	7404	1	7	3
7405	7405	0	8	1
7406	7406	2	8	5
7407	7407	1	8	5
7408	7408	2	7	1
7409	7409	1	7	3
7410	7410	1	8	4
7411	7411	0	8	1
7412	7412	2	8	5
7413	7413	1	9	4
7414	7414	2	10	4
7415	7415	2	8	2
7416	7416	1	10	3
7417	7417	1	8	5
7418	7418	0	10	1
7419	7419	1	7	3
7420	7420	2	8	1
7421	7421	2	8	4
7422	7422	0	9	3
7423	7423	0	8	5
7424	7424	1	10	4
7425	7425	2	7	2
7426	7426	2	10	4
7427	7427	2	10	5
7428	7428	1	8	4
7429	7429	0	10	3
7430	7430	0	7	1
7431	7431	2	7	5
7432	7432	2	8	1
7433	7433	1	8	3
7434	7434	2	7	2
7435	7435	2	10	2
7436	7436	0	10	1
7437	7437	2	8	2
7438	7438	2	8	1
7439	7439	2	10	5
7440	7440	2	7	2
7441	7441	2	10	5
7442	7442	1	10	5
7443	7443	0	7	3
7444	7444	1	8	3
7445	7445	0	10	3
7446	7446	2	7	3
7447	7447	0	9	3
7448	7448	2	8	3
7449	7449	2	10	1
7450	7450	2	8	4
7451	7451	0	7	5
7452	7452	1	10	1
7453	7453	1	10	4
7454	7454	1	8	1
7455	7455	2	7	4
7456	7456	1	10	5
7457	7457	1	10	5
7458	7458	2	9	1
7459	7459	0	10	5
7460	7460	0	10	3
7461	7461	1	10	2
7462	7462	1	10	2
7463	7463	1	7	2
7464	7464	2	7	5
7465	7465	2	8	2
7466	7466	1	7	3
7467	7467	0	9	2
7468	7468	2	9	4
7469	7469	2	8	3
7470	7470	2	8	1
7471	7471	2	7	5
7472	7472	0	9	4
7473	7473	0	8	2
7474	7474	1	8	1
7475	7475	1	10	3
7476	7476	1	8	1
7477	7477	1	9	2
7478	7478	2	7	1
7479	7479	0	10	2
7480	7480	2	9	3
7481	7481	2	9	4
7482	7482	0	10	3
7483	7483	0	7	1
7484	7484	0	10	5
7485	7485	1	7	5
7486	7486	0	8	4
7487	7487	1	10	2
7488	7488	2	9	5
7489	7489	0	10	3
7490	7490	0	7	4
7491	7491	0	9	2
7492	7492	2	7	2
7493	7493	1	7	3
7494	7494	1	10	5
7495	7495	0	9	2
7496	7496	1	8	2
7497	7497	2	10	1
7498	7498	2	7	1
7499	7499	1	7	1
7500	7500	2	9	4
7501	7501	1	8	3
7502	7502	1	10	4
7503	7503	0	9	4
7504	7504	2	9	3
7505	7505	0	7	1
7506	7506	0	9	1
7507	7507	0	7	4
7508	7508	2	10	1
7509	7509	2	9	3
7510	7510	0	10	4
7511	7511	0	10	5
7512	7512	0	8	1
7513	7513	1	10	3
7514	7514	2	9	5
7515	7515	0	8	1
7516	7516	0	7	1
7517	7517	2	7	1
7518	7518	2	7	1
7519	7519	2	10	1
7520	7520	2	8	5
7521	7521	0	8	3
7522	7522	0	7	4
7523	7523	1	7	5
7524	7524	0	10	4
7525	7525	1	9	2
7526	7526	0	7	2
7527	7527	2	8	5
7528	7528	2	10	1
7529	7529	2	7	2
7530	7530	1	10	1
7531	7531	0	9	5
7532	7532	0	8	2
7533	7533	2	8	4
7534	7534	0	10	3
7535	7535	2	7	2
7536	7536	1	9	2
7537	7537	2	7	2
7538	7538	0	10	1
7539	7539	1	9	5
7540	7540	0	9	1
7541	7541	2	9	4
7542	7542	1	10	2
7543	7543	2	10	5
7544	7544	2	10	2
7545	7545	1	10	1
7546	7546	2	10	1
7547	7547	1	8	2
7548	7548	1	7	4
7549	7549	2	10	5
7550	7550	0	10	3
7551	7551	2	8	2
7552	7552	1	9	3
7553	7553	0	8	3
7554	7554	0	7	1
7555	7555	0	7	1
7556	7556	2	9	1
7557	7557	2	7	3
7558	7558	0	7	5
7559	7559	0	10	1
7560	7560	2	7	1
7561	7561	2	7	1
7562	7562	1	10	2
7563	7563	0	10	5
7564	7564	1	8	5
7565	7565	2	8	5
7566	7566	2	7	5
7567	7567	2	9	2
7568	7568	1	10	1
7569	7569	2	10	2
7570	7570	2	10	4
7571	7571	0	7	3
7572	7572	1	9	2
7573	7573	0	10	2
7574	7574	0	7	4
7575	7575	2	9	3
7576	7576	0	9	3
7577	7577	2	10	2
7578	7578	1	10	1
7579	7579	2	8	4
7580	7580	2	9	5
7581	7581	0	9	2
7582	7582	0	8	1
7583	7583	0	9	5
7584	7584	2	8	1
7585	7585	1	10	4
7586	7586	1	8	3
7587	7587	0	7	4
7588	7588	0	7	4
7589	7589	1	8	4
7590	7590	2	9	2
7591	7591	2	10	2
7592	7592	1	9	1
7593	7593	2	7	5
7594	7594	0	8	5
7595	7595	0	8	3
7596	7596	1	9	1
7597	7597	2	8	4
7598	7598	0	7	2
7599	7599	2	8	2
7600	7600	0	8	2
7601	7601	0	7	4
7602	7602	1	8	5
7603	7603	0	10	2
7604	7604	1	9	3
7605	7605	0	7	3
7606	7606	0	9	1
7607	7607	1	7	2
7608	7608	1	10	5
7609	7609	2	7	1
7610	7610	0	9	1
7611	7611	0	9	3
7612	7612	1	8	1
7613	7613	0	9	4
7614	7614	1	10	4
7615	7615	1	8	1
7616	7616	0	8	4
7617	7617	1	9	1
7618	7618	1	9	5
7619	7619	1	8	2
7620	7620	0	9	2
7621	7621	1	9	5
7622	7622	1	10	3
7623	7623	1	9	5
7624	7624	2	9	1
7625	7625	1	7	5
7626	7626	1	8	1
7627	7627	1	7	3
7628	7628	2	10	5
7629	7629	2	9	5
7630	7630	0	9	3
7631	7631	0	9	2
7632	7632	2	10	1
7633	7633	2	9	5
7634	7634	0	7	2
7635	7635	1	8	4
7636	7636	0	10	4
7637	7637	2	7	1
7638	7638	1	8	4
7639	7639	2	9	5
7640	7640	2	8	4
7641	7641	0	10	3
7642	7642	0	7	4
7643	7643	1	8	3
7644	7644	0	9	4
7645	7645	2	8	1
7646	7646	2	7	3
7647	7647	1	8	2
7648	7648	0	10	5
7649	7649	1	7	4
7650	7650	0	8	4
7651	7651	2	7	2
7652	7652	2	7	4
7653	7653	1	10	3
7654	7654	1	8	2
7655	7655	1	9	2
7656	7656	0	9	4
7657	7657	0	10	5
7658	7658	0	10	3
7659	7659	2	10	5
7660	7660	2	10	5
7661	7661	1	9	4
7662	7662	1	7	5
7663	7663	2	7	4
7664	7664	1	8	2
7665	7665	0	9	1
7666	7666	1	7	3
7667	7667	1	8	3
7668	7668	2	7	1
7669	7669	0	7	2
7670	7670	1	7	2
7671	7671	2	8	3
7672	7672	1	7	4
7673	7673	1	7	1
7674	7674	0	7	3
7675	7675	1	8	5
7676	7676	0	9	2
7677	7677	1	8	4
7678	7678	2	9	1
7679	7679	1	8	3
7680	7680	2	10	2
7681	7681	1	7	5
7682	7682	0	9	5
7683	7683	2	7	1
7684	7684	1	7	5
7685	7685	1	10	3
7686	7686	2	7	5
7687	7687	1	7	5
7688	7688	2	10	3
7689	7689	0	7	1
7690	7690	2	10	3
7691	7691	2	7	1
7692	7692	2	10	5
7693	7693	2	10	4
7694	7694	0	7	3
7695	7695	1	9	3
7696	7696	0	8	1
7697	7697	2	7	5
7698	7698	2	8	4
7699	7699	2	7	3
7700	7700	0	10	4
7701	7701	2	7	4
7702	7702	1	10	1
7703	7703	1	10	4
7704	7704	0	7	4
7705	7705	0	9	3
7706	7706	0	9	3
7707	7707	0	8	2
7708	7708	0	10	3
7709	7709	0	10	3
7710	7710	1	10	4
7711	7711	2	8	3
7712	7712	0	9	5
7713	7713	0	7	5
7714	7714	1	10	3
7715	7715	1	9	3
7716	7716	1	7	2
7717	7717	2	9	3
7718	7718	1	7	3
7719	7719	2	10	4
7720	7720	2	7	4
7721	7721	1	9	1
7722	7722	0	10	4
7723	7723	0	8	3
7724	7724	0	9	3
7725	7725	1	8	3
7726	7726	0	9	1
7727	7727	1	9	5
7728	7728	0	7	5
7729	7729	0	7	4
7730	7730	2	9	1
7731	7731	2	10	5
7732	7732	2	10	1
7733	7733	1	10	5
7734	7734	0	10	4
7735	7735	1	8	2
7736	7736	1	10	3
7737	7737	1	10	5
7738	7738	1	8	4
7739	7739	1	10	4
7740	7740	0	7	3
7741	7741	0	8	4
7742	7742	2	10	2
7743	7743	1	8	3
7744	7744	1	8	2
7745	7745	0	8	5
7746	7746	0	8	2
7747	7747	2	8	4
7748	7748	2	7	1
7749	7749	1	9	1
7750	7750	1	7	4
7751	7751	1	8	4
7752	7752	2	10	5
7753	7753	2	8	1
7754	7754	0	7	2
7755	7755	2	7	1
7756	7756	0	7	5
7757	7757	2	8	2
7758	7758	0	7	4
7759	7759	1	9	1
7760	7760	2	8	3
7761	7761	2	9	2
7762	7762	2	10	2
7763	7763	0	7	1
7764	7764	0	8	4
7765	7765	2	8	2
7766	7766	1	9	5
7767	7767	1	8	4
7768	7768	2	8	5
7769	7769	1	9	4
7770	7770	2	7	1
7771	7771	0	8	5
7772	7772	2	10	3
7773	7773	2	9	3
7774	7774	2	7	4
7775	7775	0	7	4
7776	7776	0	10	4
7777	7777	2	10	1
7778	7778	0	8	2
7779	7779	1	8	3
7780	7780	1	9	1
7781	7781	2	7	4
7782	7782	0	7	3
7783	7783	0	7	4
7784	7784	1	9	5
7785	7785	0	8	3
7786	7786	1	10	1
7787	7787	1	8	1
7788	7788	1	9	4
7789	7789	1	9	2
7790	7790	2	9	3
7791	7791	0	10	2
7792	7792	2	9	1
7793	7793	2	10	2
7794	7794	1	10	3
7795	7795	2	8	2
7796	7796	0	7	3
7797	7797	0	8	1
7798	7798	2	10	5
7799	7799	0	10	2
7800	7800	2	10	4
7801	7801	2	9	4
7802	7802	0	9	1
7803	7803	2	8	1
7804	7804	2	8	1
7805	7805	1	9	5
7806	7806	2	7	5
7807	7807	0	7	1
7808	7808	1	10	3
7809	7809	2	7	3
7810	7810	2	10	2
7811	7811	2	10	3
7812	7812	0	9	4
7813	7813	0	8	5
7814	7814	2	7	1
7815	7815	1	8	2
7816	7816	0	7	2
7817	7817	2	8	3
7818	7818	1	7	2
7819	7819	2	8	5
7820	7820	0	7	1
7821	7821	2	9	3
7822	7822	0	9	4
7823	7823	2	8	2
7824	7824	1	9	5
7825	7825	0	8	5
7826	7826	2	8	4
7827	7827	2	10	5
7828	7828	1	10	2
7829	7829	0	8	3
7830	7830	2	7	4
7831	7831	1	7	1
7832	7832	2	7	4
7833	7833	2	8	2
7834	7834	2	9	1
7835	7835	1	10	1
7836	7836	0	8	1
7837	7837	1	9	3
7838	7838	0	8	2
7839	7839	2	9	2
7840	7840	0	9	2
7841	7841	0	7	5
7842	7842	0	9	2
7843	7843	2	7	4
7844	7844	0	8	5
7845	7845	0	8	5
7846	7846	2	7	4
7847	7847	0	9	1
7848	7848	1	8	3
7849	7849	0	9	4
7850	7850	0	8	1
7851	7851	1	9	5
7852	7852	0	10	2
7853	7853	0	8	4
7854	7854	1	9	3
7855	7855	1	9	3
7856	7856	1	7	2
7857	7857	2	8	2
7858	7858	1	8	2
7859	7859	0	8	5
7860	7860	0	8	5
7861	7861	2	10	2
7862	7862	2	7	5
7863	7863	2	8	1
7864	7864	1	10	3
7865	7865	0	10	3
7866	7866	1	9	1
7867	7867	0	10	4
7868	7868	2	9	5
7869	7869	0	9	4
7870	7870	2	9	3
7871	7871	1	8	3
7872	7872	2	8	1
7873	7873	2	7	1
7874	7874	0	7	3
7875	7875	2	7	5
7876	7876	1	7	4
7877	7877	2	7	4
7878	7878	0	10	2
7879	7879	2	7	2
7880	7880	0	7	3
7881	7881	0	7	1
7882	7882	2	9	1
7883	7883	1	9	5
7884	7884	1	10	4
7885	7885	0	10	1
7886	7886	0	9	4
7887	7887	2	10	4
7888	7888	1	8	3
7889	7889	1	7	4
7890	7890	2	9	4
7891	7891	1	9	4
7892	7892	2	7	1
7893	7893	1	9	1
7894	7894	0	7	1
7895	7895	1	8	3
7896	7896	1	9	1
7897	7897	2	10	2
7898	7898	0	8	2
7899	7899	0	10	5
7900	7900	0	8	3
7901	7901	2	8	4
7902	7902	0	7	1
7903	7903	1	8	5
7904	7904	2	10	4
7905	7905	2	8	4
7906	7906	0	9	2
7907	7907	2	7	4
7908	7908	1	8	1
7909	7909	1	9	5
7910	7910	1	10	1
7911	7911	1	9	2
7912	7912	0	9	3
7913	7913	1	8	1
7914	7914	1	10	3
7915	7915	0	8	1
7916	7916	1	7	5
7917	7917	0	9	3
7918	7918	1	8	1
7919	7919	1	7	2
7920	7920	1	7	4
7921	7921	2	7	5
7922	7922	1	8	5
7923	7923	2	10	1
7924	7924	1	8	4
7925	7925	0	7	1
7926	7926	0	7	4
7927	7927	0	8	3
7928	7928	2	7	4
7929	7929	0	10	1
7930	7930	1	8	3
7931	7931	1	9	5
7932	7932	2	9	2
7933	7933	2	8	3
7934	7934	2	7	2
7935	7935	2	10	4
7936	7936	1	8	1
7937	7937	2	10	4
7938	7938	1	7	5
7939	7939	0	9	5
7940	7940	0	9	2
7941	7941	1	10	1
7942	7942	2	8	2
7943	7943	2	7	5
7944	7944	0	8	2
7945	7945	1	9	5
7946	7946	2	8	4
7947	7947	2	9	2
7948	7948	1	7	2
7949	7949	2	9	2
7950	7950	1	9	2
7951	7951	2	7	5
7952	7952	0	7	5
7953	7953	0	9	2
7954	7954	0	10	2
7955	7955	0	10	2
7956	7956	2	10	4
7957	7957	0	9	3
7958	7958	2	8	5
7959	7959	1	8	5
7960	7960	0	10	1
7961	7961	1	8	2
7962	7962	2	10	2
7963	7963	1	9	1
7964	7964	2	10	1
7965	7965	1	8	1
7966	7966	2	7	5
7967	7967	1	8	5
7968	7968	2	9	1
7969	7969	2	10	5
7970	7970	1	7	4
7971	7971	1	10	3
7972	7972	2	9	5
7973	7973	1	7	5
7974	7974	1	8	5
7975	7975	0	8	4
7976	7976	2	10	3
7977	7977	2	7	3
7978	7978	0	8	2
7979	7979	0	9	4
7980	7980	0	10	1
7981	7981	2	8	4
7982	7982	1	8	5
7983	7983	0	7	3
7984	7984	2	7	4
7985	7985	1	9	3
7986	7986	0	8	5
7987	7987	1	9	4
7988	7988	1	8	5
7989	7989	1	9	3
7990	7990	1	10	2
7991	7991	0	7	1
7992	7992	2	10	5
7993	7993	0	7	5
7994	7994	1	8	4
7995	7995	0	10	3
7996	7996	2	7	4
7997	7997	1	10	5
7998	7998	2	8	2
7999	7999	0	10	2
8000	8000	0	8	5
8001	8001	0	7	4
8002	8002	0	8	4
8003	8003	1	9	3
8004	8004	1	10	4
8005	8005	2	10	5
8006	8006	2	9	2
8007	8007	0	10	3
8008	8008	0	10	2
8009	8009	1	8	2
8010	8010	0	9	4
8011	8011	1	7	1
8012	8012	2	8	5
8013	8013	1	9	3
8014	8014	0	8	5
8015	8015	0	10	2
8016	8016	2	8	5
8017	8017	0	9	3
8018	8018	2	9	1
8019	8019	2	7	1
8020	8020	0	7	2
8021	8021	1	10	1
8022	8022	2	9	1
8023	8023	0	8	4
8024	8024	2	10	4
8025	8025	0	10	1
8026	8026	1	8	2
8027	8027	2	7	3
8028	8028	1	10	2
8029	8029	2	10	2
8030	8030	0	8	1
8031	8031	1	10	3
8032	8032	1	8	2
8033	8033	0	8	3
8034	8034	0	7	3
8035	8035	1	7	2
8036	8036	0	7	5
8037	8037	0	10	5
8038	8038	0	10	1
8039	8039	0	7	4
8040	8040	0	10	2
8041	8041	0	10	3
8042	8042	0	10	1
8043	8043	1	9	1
8044	8044	0	8	1
8045	8045	2	10	4
8046	8046	2	9	4
8047	8047	0	8	2
8048	8048	1	9	1
8049	8049	0	7	4
8050	8050	1	9	1
8051	8051	0	10	1
8052	8052	2	10	3
8053	8053	0	7	3
8054	8054	1	8	3
8055	8055	0	7	3
8056	8056	2	7	3
8057	8057	1	8	4
8058	8058	1	9	5
8059	8059	0	7	1
8060	8060	1	10	5
8061	8061	1	8	2
8062	8062	2	9	3
8063	8063	2	10	5
8064	8064	1	9	2
8065	8065	2	10	1
8066	8066	0	9	4
8067	8067	1	7	5
8068	8068	1	10	5
8069	8069	2	10	2
8070	8070	0	10	3
8071	8071	0	7	2
8072	8072	0	9	1
8073	8073	2	10	1
8074	8074	1	8	4
8075	8075	1	10	1
8076	8076	2	10	5
8077	8077	1	8	5
8078	8078	2	10	2
8079	8079	0	9	1
8080	8080	1	10	4
8081	8081	1	7	3
8082	8082	1	7	4
8083	8083	2	9	4
8084	8084	0	10	5
8085	8085	1	7	5
8086	8086	1	9	3
8087	8087	0	10	1
8088	8088	1	9	2
8089	8089	2	9	4
8090	8090	1	9	3
8091	8091	2	8	2
8092	8092	2	10	5
8093	8093	0	8	3
8094	8094	2	7	2
8095	8095	0	10	1
8096	8096	0	8	1
8097	8097	1	8	2
8098	8098	0	9	1
8099	8099	2	8	1
8100	8100	2	7	1
8101	8101	0	8	5
8102	8102	0	8	3
8103	8103	0	10	4
8104	8104	1	10	5
8105	8105	2	8	3
8106	8106	2	7	2
8107	8107	0	8	5
8108	8108	2	8	2
8109	8109	0	8	4
8110	8110	0	7	4
8111	8111	1	9	1
8112	8112	1	7	5
8113	8113	1	8	4
8114	8114	1	8	5
8115	8115	0	9	2
8116	8116	1	8	5
8117	8117	0	9	1
8118	8118	2	7	5
8119	8119	2	8	4
8120	8120	2	7	2
8121	8121	0	7	4
8122	8122	2	10	4
8123	8123	2	7	4
8124	8124	0	10	4
8125	8125	2	9	2
8126	8126	1	7	3
8127	8127	0	7	3
8128	8128	1	7	3
8129	8129	2	9	3
8130	8130	1	10	3
8131	8131	0	8	1
8132	8132	0	8	1
8133	8133	1	7	2
8134	8134	0	10	3
8135	8135	0	9	2
8136	8136	1	7	5
8137	8137	2	10	1
8138	8138	0	7	5
8139	8139	1	7	1
8140	8140	0	9	5
8141	8141	2	8	5
8142	8142	1	10	4
8143	8143	2	7	3
8144	8144	0	10	5
8145	8145	2	8	1
8146	8146	2	9	2
8147	8147	0	9	1
8148	8148	1	8	5
8149	8149	0	9	1
8150	8150	2	8	4
8151	8151	0	10	3
8152	8152	0	10	1
8153	8153	1	8	5
8154	8154	1	7	5
8155	8155	1	8	4
8156	8156	2	7	2
8157	8157	0	7	1
8158	8158	1	8	5
8159	8159	0	10	3
8160	8160	0	8	1
8161	8161	0	9	5
8162	8162	0	10	1
8163	8163	1	9	3
8164	8164	2	8	5
8165	8165	2	10	5
8166	8166	0	9	3
8167	8167	1	7	1
8168	8168	0	9	3
8169	8169	0	8	1
8170	8170	1	10	4
8171	8171	2	8	5
8172	8172	1	10	4
8173	8173	0	10	2
8174	8174	0	10	1
8175	8175	1	9	3
8176	8176	1	7	1
8177	8177	0	7	4
8178	8178	1	9	2
8179	8179	1	10	5
8180	8180	0	8	4
8181	8181	0	10	2
8182	8182	2	8	1
8183	8183	2	10	2
8184	8184	0	7	3
8185	8185	0	7	1
8186	8186	1	8	1
8187	8187	1	8	2
8188	8188	2	7	3
8189	8189	1	8	2
8190	8190	1	10	4
8191	8191	2	7	4
8192	8192	0	7	3
8193	8193	2	10	2
8194	8194	1	10	1
8195	8195	0	7	2
8196	8196	2	9	2
8197	8197	1	9	4
8198	8198	0	7	2
8199	8199	1	10	1
8200	8200	2	7	3
8201	8201	1	9	3
8202	8202	2	10	2
8203	8203	2	8	2
8204	8204	0	7	1
8205	8205	2	8	3
8206	8206	2	7	1
8207	8207	2	7	1
8208	8208	2	7	2
8209	8209	1	8	4
8210	8210	2	8	4
8211	8211	0	9	4
8212	8212	2	8	4
8213	8213	0	8	2
8214	8214	2	9	5
8215	8215	2	7	5
8216	8216	1	9	5
8217	8217	0	10	5
8218	8218	2	7	4
8219	8219	1	7	4
8220	8220	0	7	5
8221	8221	2	9	1
8222	8222	0	8	5
8223	8223	1	8	1
8224	8224	2	7	4
8225	8225	2	8	1
8226	8226	0	8	3
8227	8227	0	9	3
8228	8228	0	7	4
8229	8229	0	10	3
8230	8230	2	9	4
8231	8231	0	10	3
8232	8232	2	10	4
8233	8233	1	10	5
8234	8234	0	10	3
8235	8235	0	7	4
8236	8236	0	8	1
8237	8237	0	10	4
8238	8238	1	7	3
8239	8239	0	8	1
8240	8240	1	10	1
8241	8241	0	9	4
8242	8242	0	10	2
8243	8243	0	8	2
8244	8244	2	8	3
8245	8245	1	9	4
8246	8246	0	8	2
8247	8247	0	10	5
8248	8248	1	8	5
8249	8249	1	7	3
8250	8250	0	8	1
8251	8251	0	10	1
8252	8252	0	9	1
8253	8253	1	7	4
8254	8254	2	7	1
8255	8255	0	9	1
8256	8256	0	7	3
8257	8257	0	8	2
8258	8258	1	8	2
8259	8259	1	7	4
8260	8260	1	7	5
8261	8261	1	9	2
8262	8262	0	10	4
8263	8263	2	8	1
8264	8264	0	8	5
8265	8265	2	8	4
