,Id,Genere,FranjaEdat,NumVoluntariats,Social,Cultural,Ambiental,Educatiu
103,103,1,7,5,1,0,0,1
7065,7065,0,8,2,0,1,1,1
7361,7361,0,9,1,1,1,0,0
3723,3723,0,7,6,0,1,1,0
7174,7174,1,9,1,1,1,0,1
2994,2994,1,6,2,0,0,0,1
4556,4556,0,6,6,0,1,0,0
3694,3694,1,6,3,0,0,1,1
643,643,2,7,4,1,0,1,0
4645,4645,0,7,4,0,1,0,1
4274,4274,0,8,3,1,0,1,1
7605,7605,0,6,1,1,1,1,0
553,553,2,9,17,0,1,0,1
5315,5315,0,9,3,1,0,1,0
3479,3479,1,7,5,0,1,1,1
5253,5253,1,9,4,0,0,1,0
4092,4092,0,7,5,1,0,0,1
5936,5936,1,6,5,1,0,0,0
4602,4602,0,7,5,0,1,1,0
1250,1250,0,7,5,0,0,1,0
121,121,1,8,4,1,1,1,1
5875,5875,1,8,4,1,0,1,0
3002,3002,0,6,5,0,1,0,1
3234,3234,1,6,4,1,1,0,0
3205,3205,0,6,4,1,0,1,0
5688,5688,1,6,3,1,1,0,0
2188,2188,1,6,2,1,0,1,1
1448,1448,0,6,10,0,0,0,1
335,335,1,7,3,0,1,1,1
6036,6036,0,6,3,0,0,0,0
3241,3241,1,6,3,1,1,1,0
1562,1562,1,8,3,0,1,0,0
2684,2684,1,6,4,1,1,0,0
5675,5675,0,9,2,1,0,0,0
5523,5523,0,8,1,1,1,1,0
769,769,2,6,0,0,1,0,0
1142,1142,1,7,9,0,0,0,1
7518,7518,0,7,1,1,1,1,0
567,567,0,7,8,0,1,1,1
419,419,0,7,4,0,0,0,0
8299,8299,0,8,1,1,1,1,0
3946,3946,1,8,3,1,0,0,1
3559,3559,0,6,5,1,1,1,1
4837,4837,1,6,5,0,0,0,0
3045,3045,0,7,3,1,0,1,1
3512,3512,0,6,4,1,0,1,1
306,306,0,7,3,0,0,0,1
3974,3974,0,6,4,1,0,1,1
1860,1860,1,7,5,0,0,0,0
1764,1764,1,7,5,1,0,1,1
2449,2449,0,7,3,1,1,0,0
3486,3486,0,7,5,1,1,1,1
1900,1900,1,8,4,0,1,1,0
5911,5911,1,6,6,0,1,0,0
5641,5641,1,7,6,0,1,1,0
2572,2572,1,6,2,0,0,1,1
2594,2594,0,7,5,1,1,0,0
7905,7905,1,8,2,0,1,1,0
8185,8185,1,8,1,1,1,1,0
2383,2383,1,6,4,1,0,1,0
2469,2469,0,7,3,0,1,1,0
4575,4575,1,7,7,0,1,1,1
4416,4416,0,8,1,0,1,0,1
5437,5437,1,6,3,1,0,1,0
6221,6221,1,6,4,0,1,0,0
340,340,0,8,4,1,1,1,1
8139,8139,0,8,2,1,1,1,0
3122,3122,0,7,2,0,0,1,0
3140,3140,1,6,5,0,0,1,0
7941,7941,0,8,2,0,1,0,0
1089,1089,0,6,10,1,1,1,0
2528,2528,1,7,2,0,1,0,0
7104,7104,0,8,1,1,1,1,0
7928,7928,1,6,2,0,1,0,0
8094,8094,1,6,2,1,1,1,0
2238,2238,0,7,2,1,1,1,1
4651,4651,1,8,2,1,0,1,1
5075,5075,1,9,6,1,1,1,0
1883,1883,1,7,3,1,1,1,1
4862,4862,1,7,3,0,1,0,0
7337,7337,0,8,1,0,1,1,0
6795,6795,1,8,2,1,1,1,1
2969,2969,1,7,5,0,1,0,0
1795,1795,1,7,3,0,0,0,0
3056,3056,1,6,3,0,1,0,1
4989,4989,0,7,3,0,1,1,0
5712,5712,0,6,1,1,1,1,0
6319,6319,1,6,6,1,0,0,0
2011,2011,1,6,2,1,1,1,0
6149,6149,0,9,3,0,1,1,0
195,195,1,7,3,0,0,0,1
7725,7725,1,6,0,0,1,1,0
1701,1701,1,8,4,0,1,1,0
1658,1658,0,8,1,1,1,0,1
704,704,0,8,15,1,0,1,0
1202,1202,1,6,5,1,1,0,0
1979,1979,1,7,2,0,1,0,1
415,415,0,9,2,1,0,1,1
6731,6731,1,9,2,0,0,0,1
2071,2071,1,7,2,0,0,0,0
6058,6058,0,8,4,1,1,1,0
2601,2601,1,6,5,0,1,0,1
2165,2165,0,6,4,0,0,1,1
1090,1090,0,6,2,1,0,1,1
7793,7793,1,7,0,1,1,0,0
5602,5602,0,8,5,0,1,1,0
5387,5387,0,7,3,0,0,0,0
7125,7125,1,9,1,1,1,0,0
4239,4239,0,6,6,0,0,0,1
2612,2612,1,6,2,0,0,0,1
3575,3575,1,8,5,1,0,1,1
5543,5543,1,9,1,1,1,1,0
4528,4528,0,8,2,0,0,1,0
7227,7227,0,9,0,1,1,1,0
5154,5154,0,6,5,0,1,1,0
6418,6418,1,9,3,0,1,0,0
6040,6040,1,6,5,1,0,0,0
7375,7375,0,9,2,0,1,1,0
3626,3626,1,6,6,1,0,0,0
4678,4678,1,8,5,0,0,0,0
370,370,0,9,3,0,0,1,0
6602,6602,0,9,0,0,0,1,0
2831,2831,0,7,5,0,1,1,0
2261,2261,0,6,3,1,0,0,1
5918,5918,0,7,1,1,0,0,0
7738,7738,1,8,0,1,1,0,0
4491,4491,1,6,4,0,0,1,1
5819,5819,1,7,1,0,0,0,0
8033,8033,0,8,0,1,1,0,0
34,34,1,8,2,0,0,1,0
7195,7195,0,8,1,1,1,0,0
4757,4757,0,7,4,1,0,0,0
532,532,2,9,1,1,0,1,0
426,426,0,7,3,0,0,1,1
2149,2149,0,7,2,1,1,1,0
2707,2707,0,6,4,0,1,1,1
4383,4383,1,6,6,0,1,1,0
348,348,1,8,4,0,1,0,0
2191,2191,1,6,2,0,0,1,0
7798,7798,1,6,1,1,1,1,0
510,510,1,6,14,0,0,0,1
821,821,2,6,14,0,0,0,1
5383,5383,1,7,6,1,0,0,0
7405,7405,1,9,0,1,1,0,0
1028,1028,0,7,6,0,0,0,0
153,153,0,7,2,0,1,1,1
5183,5183,0,8,4,1,1,1,0
5079,5079,1,8,1,1,0,1,0
8287,8287,1,7,0,0,1,0,0
4177,4177,0,6,2,1,1,1,0
4091,4091,1,7,5,1,1,1,1
2531,2531,0,6,4,1,0,0,1
6186,6186,1,8,1,0,0,1,0
4292,4292,0,8,2,1,1,1,1
4368,4368,1,7,5,0,0,0,0
6238,6238,0,8,2,1,0,1,0
3570,3570,1,7,5,1,1,1,0
5844,5844,0,9,1,1,1,1,0
7923,7923,1,7,2,1,1,0,0
4993,4993,0,7,7,1,1,1,0
4000,4000,0,7,4,0,1,1,0
1767,1767,1,8,4,1,1,1,0
4415,4415,1,7,4,1,0,0,1
6041,6041,0,8,3,1,1,0,0
1228,1228,1,7,7,0,0,1,1
2876,2876,1,6,5,1,0,0,0
7611,7611,1,7,1,1,1,1,0
2299,2299,1,6,5,0,0,1,0
4256,4256,0,6,2,0,0,1,1
5042,5042,1,6,3,0,1,0,0
5970,5970,1,8,6,0,0,0,0
7351,7351,0,8,2,1,1,0,0
6608,6608,1,8,0,1,1,1,0
2800,2800,0,6,5,1,0,0,0
393,393,1,7,2,1,0,0,0
3151,3151,1,6,5,1,1,1,1
7378,7378,0,9,2,1,1,0,1
3901,3901,1,6,4,1,1,1,0
3351,3351,1,7,2,1,0,1,0
7023,7023,1,9,0,1,1,1,0
7011,7011,0,9,2,1,1,0,0
5772,5772,0,8,6,0,1,1,0
4062,4062,0,6,3,1,0,1,0
7254,7254,0,9,1,0,1,1,1
772,772,2,8,0,0,0,0,0
4838,4838,1,7,1,1,0,0,0
5374,5374,0,8,2,1,1,0,0
2157,2157,1,6,4,0,0,1,1
709,709,0,7,6,1,0,1,0
4444,4444,1,6,3,0,1,0,0
6504,6504,0,8,0,0,1,1,0
4146,4146,0,6,5,1,1,0,1
1671,1671,1,7,2,1,0,0,1
4271,4271,0,6,4,0,0,1,0
4249,4249,0,8,2,1,0,1,0
7868,7868,0,8,1,0,1,0,0
327,327,0,9,2,0,0,1,1
5867,5867,1,9,3,1,1,0,0
4655,4655,0,8,3,0,1,1,1
6926,6926,0,9,1,0,0,0,1
3654,3654,0,6,4,1,0,1,0
96,96,0,9,3,1,0,1,0
6933,6933,1,9,3,1,0,0,1
6020,6020,1,8,6,1,0,1,0
2634,2634,0,6,2,1,0,1,1
3756,3756,0,8,1,0,1,1,1
7363,7363,0,8,0,0,1,0,1
856,856,0,6,6,0,1,1,0
2935,2935,1,6,3,1,1,1,1
478,478,1,8,4,0,0,1,1
6705,6705,0,8,3,1,0,1,1
572,572,1,7,17,1,0,1,0
1957,1957,1,7,2,0,0,1,1
7268,7268,1,8,2,0,1,0,1
4521,4521,0,7,6,1,0,1,1
6304,6304,1,9,1,1,1,1,0
5053,5053,1,9,4,0,0,1,0
2940,2940,1,6,4,1,1,1,1
1804,1804,1,8,3,0,0,0,1
5290,5290,1,6,6,0,1,0,0
7631,7631,1,6,2,1,1,1,0
6974,6974,0,8,2,1,1,1,0
1662,1662,0,8,3,0,1,1,0
7045,7045,1,9,2,1,1,0,0
4003,4003,0,8,3,1,0,1,1
5580,5580,0,8,3,1,1,0,0
3164,3164,0,6,5,0,1,1,0
3703,3703,1,7,3,0,0,0,1
5130,5130,1,9,2,1,1,0,0
4461,4461,0,7,1,1,0,0,1
2527,2527,0,7,3,0,0,0,0
934,934,1,6,17,1,1,1,1
143,143,1,7,4,1,1,0,1
1919,1919,1,8,3,1,1,1,0
4407,4407,1,7,7,0,1,0,1
5656,5656,1,6,6,1,1,1,0
765,765,2,6,10,0,0,1,0
4959,4959,1,6,4,0,0,1,1
4574,4574,0,6,5,1,0,0,0
8110,8110,1,6,2,1,1,0,0
595,595,2,7,11,0,1,0,1
2653,2653,1,7,4,1,1,0,0
4649,4649,1,7,7,1,0,1,0
3278,3278,1,6,3,1,1,1,1
6223,6223,1,9,3,1,1,0,0
2404,2404,0,7,2,0,0,1,1
2409,2409,1,6,3,0,0,0,0
4714,4714,0,7,1,0,1,0,0
7228,7228,1,9,0,0,1,1,0
7858,7858,1,7,1,1,1,1,0
2437,2437,0,6,3,1,1,1,1
1220,1220,1,8,5,0,1,1,0
1494,1494,1,8,8,1,1,1,0
2035,2035,0,6,2,1,0,1,1
3820,3820,1,7,6,1,0,1,0
7474,7474,0,8,0,0,1,1,0
321,321,1,9,2,1,0,0,0
1842,1842,1,7,4,0,1,1,0
7716,7716,1,6,0,1,1,1,0
3866,3866,1,7,7,1,1,0,1
4587,4587,1,6,5,1,1,0,0
5091,5091,0,8,6,0,1,0,0
4321,4321,0,6,2,0,0,0,1
277,277,1,6,4,0,0,0,1
3154,3154,1,6,4,0,0,0,1
5477,5477,1,6,4,0,1,1,0
7161,7161,1,9,0,1,1,1,1
3870,3870,0,7,4,0,0,0,1
881,881,2,6,3,0,0,1,0
5742,5742,0,7,6,0,0,1,0
2036,2036,0,6,3,1,1,1,0
2834,2834,1,6,4,0,1,1,1
7718,7718,1,8,2,0,1,0,0
4572,4572,1,6,5,0,1,1,1
3766,3766,0,6,6,1,0,1,1
2513,2513,1,7,3,0,0,1,1
3034,3034,0,7,3,0,0,0,0
5679,5679,0,9,6,0,0,1,0
7855,7855,1,8,1,0,1,1,0
4920,4920,1,7,6,0,0,0,1
2519,2519,1,7,2,1,1,0,1
2354,2354,0,7,2,1,0,1,0
957,957,0,6,0,1,1,0,1
8266,8266,0,6,2,1,1,1,0
4715,4715,0,6,3,0,0,0,0
2546,2546,1,6,3,1,1,1,0
406,406,1,7,3,0,1,0,0
6744,6744,0,9,0,1,1,0,1
1559,1559,1,7,2,1,1,0,0
7110,7110,0,9,1,1,1,1,1
2248,2248,1,6,2,1,0,0,1
7172,7172,1,8,0,0,1,0,1
3138,3138,1,6,3,1,1,1,0
5142,5142,0,7,1,1,1,0,0
4626,4626,1,7,6,0,1,0,0
3898,3898,1,8,1,0,1,0,0
4881,4881,0,8,1,1,0,1,1
4525,4525,0,7,3,0,0,1,0
2659,2659,0,7,5,1,0,1,1
3500,3500,1,7,5,0,1,0,1
4969,4969,1,6,7,0,0,0,1
1131,1131,0,7,9,1,0,1,1
966,966,1,7,9,1,1,0,1
6674,6674,1,9,1,1,0,1,1
1697,1697,1,7,1,1,0,1,0
2908,2908,0,6,5,1,1,0,1
5558,5558,0,9,4,1,1,1,0
6759,6759,1,8,3,1,1,0,0
229,229,0,7,2,0,1,1,1
4339,4339,0,8,5,1,1,1,1
7266,7266,1,8,1,0,1,0,0
202,202,1,6,2,0,1,1,1
1998,1998,0,8,5,1,0,1,0
2141,2141,0,7,5,0,1,1,0
6419,6419,1,6,3,1,1,0,0
6483,6483,0,9,3,1,0,0,0
4385,4385,0,6,4,1,1,1,1
3256,3256,0,6,5,1,0,0,0
2143,2143,1,6,4,0,0,1,0
7087,7087,0,9,1,1,1,1,1
6811,6811,0,9,1,0,1,1,0
816,816,1,9,11,0,1,1,1
7985,7985,1,6,1,0,1,0,0
2064,2064,0,7,2,1,1,1,0
4727,4727,0,6,3,1,0,0,0
6421,6421,0,9,1,0,0,1,0
7305,7305,1,8,0,0,1,1,0
3697,3697,1,7,1,0,1,1,1
7966,7966,0,8,2,1,1,0,0
1200,1200,1,8,7,0,1,0,1
633,633,1,6,17,1,1,1,0
4,4,1,6,4,1,0,1,1
7668,7668,1,7,0,1,1,0,0
2635,2635,0,6,5,1,1,1,0
7717,7717,1,6,2,0,1,0,0
4704,4704,1,7,6,0,0,1,0
2123,2123,1,7,4,0,0,0,1
5058,5058,0,8,3,0,1,0,0
3221,3221,1,6,4,0,0,1,0
462,462,1,7,4,1,0,0,0
7292,7292,0,8,2,1,1,1,0
2917,2917,0,7,3,0,0,1,1
5356,5356,0,6,1,0,1,0,0
4261,4261,1,8,7,1,1,0,1
5836,5836,0,6,3,0,0,1,0
2039,2039,0,7,3,1,1,1,0
2455,2455,1,6,3,1,1,0,0
5535,5535,0,9,3,0,1,0,0
546,546,2,9,3,1,1,0,0
5125,5125,1,6,2,0,1,0,0
1832,1832,1,7,4,1,1,1,1
1999,1999,0,8,3,0,1,0,1
3759,3759,1,7,3,1,1,0,0
2319,2319,0,6,5,0,0,1,0
6761,6761,0,8,3,0,0,0,1
7206,7206,0,8,1,0,1,1,0
7678,7678,0,7,0,1,1,0,0
3352,3352,1,6,4,0,1,0,0
7771,7771,1,6,2,1,1,1,0
6849,6849,0,9,0,0,1,1,1
3294,3294,0,7,3,1,1,1,1
3813,3813,0,8,7,0,1,1,1
1556,1556,0,7,5,1,1,1,0
3408,3408,0,6,3,1,1,0,1
3753,3753,0,6,6,0,0,0,0
6363,6363,0,7,1,0,1,0,0
5020,5020,1,9,2,1,0,0,0
7302,7302,0,8,1,1,1,1,0
3417,3417,0,6,2,0,0,0,0
7773,7773,0,8,1,0,1,1,0
2621,2621,0,7,3,0,1,0,0
2859,2859,1,7,5,0,0,1,1
5266,5266,1,8,6,0,0,1,0
1350,1350,0,8,4,0,0,1,0
5203,5203,0,9,2,1,0,1,0
6812,6812,1,9,3,1,0,0,1
5639,5639,0,9,3,1,0,1,0
203,203,0,6,2,0,1,1,0
5536,5536,1,8,5,0,1,0,0
2960,2960,1,6,4,0,1,1,1
6928,6928,0,9,1,0,0,1,0
2534,2534,1,6,4,1,0,1,1
566,566,1,9,11,1,0,1,1
6402,6402,0,7,3,0,0,1,0
3299,3299,0,6,2,1,0,0,1
6325,6325,0,7,6,1,1,0,0
8193,8193,0,8,1,0,1,0,0
561,561,0,7,15,1,0,1,0
2389,2389,0,6,3,0,0,1,0
2020,2020,0,7,5,1,1,1,0
3488,3488,1,6,4,1,1,1,1
223,223,0,9,2,0,1,1,1
1836,1836,1,8,5,0,1,0,0
157,157,1,8,2,0,1,0,1
4756,4756,0,8,1,0,0,1,1
6394,6394,1,7,1,1,1,1,0
814,814,0,9,0,0,1,1,0
3017,3017,0,6,5,1,0,0,1
2279,2279,0,6,5,1,0,0,0
4120,4120,1,8,5,1,0,0,0
7423,7423,0,9,1,0,1,0,0
3933,3933,1,8,5,0,0,1,1
5498,5498,0,9,3,0,0,1,0
6677,6677,1,8,1,1,0,1,1
3031,3031,1,7,4,1,1,1,1
670,670,2,7,14,0,1,0,0
503,503,1,9,2,1,0,0,1
1357,1357,1,8,5,0,1,0,0
929,929,1,6,3,0,1,0,0
2873,2873,0,7,3,0,1,1,1
1180,1180,1,6,8,1,1,0,1
1857,1857,1,7,2,0,0,1,1
1710,1710,0,7,2,0,0,1,0
1418,1418,0,6,8,0,0,0,0
7357,7357,0,9,2,1,1,1,0
5806,5806,0,9,6,1,1,1,0
1139,1139,0,7,9,0,0,0,1
1360,1360,0,7,0,1,0,0,0
2368,2368,1,7,4,1,0,1,0
3474,3474,0,6,4,1,1,1,1
7053,7053,0,9,1,0,1,0,0
8074,8074,1,7,2,1,1,0,0
976,976,1,8,7,0,0,1,1
1407,1407,1,6,0,0,1,0,1
2694,2694,1,6,5,0,0,1,0
3087,3087,1,7,3,0,1,0,0
5189,5189,1,6,6,0,1,0,0
5814,5814,1,7,2,1,0,0,0
7234,7234,1,9,0,0,1,0,1
3169,3169,1,6,4,0,1,0,1
598,598,2,8,14,0,1,1,1
925,925,0,9,2,0,1,0,0
4067,4067,0,7,6,0,0,0,1
3435,3435,1,6,2,0,1,1,1
5508,5508,1,9,3,0,0,1,0
7495,7495,0,9,2,1,1,0,1
7269,7269,1,8,2,1,1,1,1
4228,4228,1,6,4,0,0,1,1
4771,4771,1,7,4,1,1,1,1
1171,1171,1,7,0,1,0,0,1
201,201,1,7,3,1,1,1,1
3155,3155,0,6,2,0,1,1,1
3000,3000,1,6,3,1,0,0,0
5879,5879,1,7,1,0,1,0,0
2078,2078,1,6,5,0,1,0,0
5168,5168,1,8,2,1,1,1,0
6687,6687,0,8,3,1,0,0,0
1391,1391,0,8,6,0,1,0,1
5880,5880,1,9,5,0,1,0,0
2607,2607,0,7,2,1,1,0,1
4132,4132,0,8,1,0,0,1,0
3928,3928,1,6,3,1,0,0,0
5260,5260,1,6,6,0,1,1,0
6841,6841,1,9,0,0,1,1,1
6049,6049,0,7,3,1,0,0,0
930,930,1,6,20,1,1,1,1
901,901,1,6,2,1,0,0,1
5296,5296,0,6,3,1,1,0,0
6559,6559,1,8,0,0,1,1,1
1759,1759,1,8,1,0,0,0,1
5295,5295,0,7,3,1,0,0,0
12,12,0,7,5,0,0,0,1
4376,4376,1,8,4,0,0,0,0
2355,2355,0,6,2,0,0,0,1
2048,2048,1,7,2,1,1,1,1
7088,7088,1,9,2,0,1,1,0
6210,6210,1,7,4,0,1,1,0
2005,2005,1,7,3,0,0,1,0
5070,5070,0,8,4,0,1,1,0
7521,7521,1,6,2,0,1,1,0
6998,6998,0,9,3,0,1,0,0
1384,1384,0,6,8,0,1,0,0
5208,5208,1,6,6,1,0,1,0
3755,3755,1,7,6,0,0,0,0
6968,6968,1,8,2,0,0,0,1
1709,1709,1,8,4,1,1,1,1
7208,7208,0,9,2,1,1,0,1
7929,7929,0,8,0,1,1,1,0
4684,4684,0,8,3,1,1,1,1
4360,4360,1,6,7,1,1,1,0
3245,3245,1,7,4,1,0,1,1
7746,7746,0,8,2,0,1,1,0
2127,2127,0,7,3,0,1,0,1
7554,7554,0,6,1,0,1,0,0
3546,3546,0,7,5,0,0,1,1
7106,7106,0,8,0,0,1,0,1
1744,1744,0,7,2,0,1,0,1
2978,2978,1,7,2,0,1,1,0
1173,1173,0,6,4,1,1,1,0
5603,5603,1,7,1,0,1,1,0
2910,2910,0,6,5,1,0,0,1
6884,6884,0,9,0,1,0,1,1
8003,8003,1,7,2,1,1,1,0
3679,3679,1,6,6,0,1,0,0
2843,2843,0,6,3,0,0,0,0
4612,4612,1,8,4,1,1,1,1
8301,8301,0,6,0,0,1,0,0
3664,3664,1,6,2,0,1,1,0
7900,7900,1,7,2,0,1,1,0
6229,6229,1,6,1,0,0,1,0
7502,7502,1,8,2,1,1,0,1
3534,3534,0,8,6,1,1,0,0
665,665,2,6,8,1,1,0,1
2804,2804,1,7,2,1,1,0,1
2079,2079,0,7,5,0,0,0,1
3458,3458,1,7,4,0,1,0,1
3393,3393,1,6,4,1,0,1,1
2470,2470,0,7,3,0,1,1,1
5286,5286,0,9,2,0,0,1,0
2975,2975,0,7,3,0,0,0,1
5850,5850,1,8,6,1,1,1,0
7339,7339,0,9,0,1,1,1,1
6649,6649,1,8,2,0,0,0,1
6129,6129,1,6,2,0,1,0,0
2672,2672,0,7,4,0,1,0,1
7160,7160,0,9,0,1,1,1,1
7434,7434,0,9,1,0,1,0,0
1305,1305,0,6,5,0,0,1,1
58,58,1,7,2,0,1,0,1
5330,5330,0,8,1,1,0,0,0
800,800,1,8,20,1,0,1,0
3370,3370,1,7,3,0,0,0,0
450,450,0,9,3,1,1,1,0
2957,2957,0,6,5,0,0,0,0
5839,5839,0,8,4,0,1,1,0
8288,8288,1,6,2,1,1,1,0
258,258,1,9,3,0,1,0,1
5592,5592,0,8,3,1,0,0,0
2208,2208,0,6,5,0,0,1,0
402,402,0,8,5,1,0,0,1
3881,3881,0,6,4,0,0,0,1
4712,4712,0,6,2,1,0,0,0
557,557,0,8,2,0,1,0,1
7976,7976,1,8,2,1,1,0,0
2853,2853,0,7,5,0,0,0,1
6344,6344,1,9,4,1,0,1,0
1634,1634,1,7,2,1,0,1,0
6642,6642,0,8,3,1,0,0,1
1057,1057,1,8,2,1,1,0,0
1740,1740,0,7,3,1,0,1,1
4281,4281,0,6,4,1,0,0,0
2375,2375,1,7,3,1,0,1,0
1511,1511,0,7,1,1,0,1,1
7763,7763,1,8,1,0,1,1,0
960,960,0,9,20,0,0,1,0
1923,1923,1,8,3,1,0,0,1
5594,5594,1,9,1,0,0,1,0
4520,4520,0,8,7,0,0,0,0
3916,3916,1,8,1,0,0,1,1
2637,2637,0,7,2,1,1,0,0
5022,5022,0,8,3,0,1,0,0
3543,3543,0,7,5,0,0,1,0
8200,8200,0,6,2,0,1,1,0
2714,2714,1,6,4,1,1,0,0
6886,6886,0,9,0,1,0,0,1
4457,4457,1,6,4,0,1,0,0
3873,3873,0,6,6,0,1,0,0
1405,1405,1,7,9,1,0,1,0
8010,8010,0,8,2,0,1,1,0
1802,1802,1,8,3,1,0,0,0
5417,5417,0,9,3,1,0,0,0
4639,4639,1,6,1,0,0,1,0
4302,4302,1,7,5,1,0,1,1
5504,5504,0,8,1,0,1,0,0
5778,5778,1,7,5,0,0,0,0
261,261,1,7,3,1,1,1,1
3185,3185,0,6,5,0,1,1,0
4565,4565,0,6,2,0,1,1,1
3563,3563,1,8,4,1,0,0,1
2421,2421,1,6,4,1,1,0,1
664,664,0,9,5,1,0,1,0
4615,4615,1,8,7,1,0,1,1
2329,2329,0,7,5,0,0,0,0
8046,8046,0,6,1,0,1,1,0
1400,1400,1,8,8,0,0,0,0
2169,2169,1,6,2,1,0,1,1
8218,8218,1,8,0,0,1,0,0
5669,5669,1,6,2,1,0,1,0
3621,3621,1,8,7,0,0,0,0
1810,1810,0,7,4,1,1,1,0
6955,6955,0,9,0,0,1,1,1
7119,7119,0,9,0,1,1,0,0
2119,2119,0,6,4,0,1,1,1
6523,6523,1,9,0,1,0,0,0
2545,2545,1,6,5,0,1,1,1
3218,3218,0,6,4,1,1,0,0
2760,2760,0,7,5,0,0,0,1
6870,6870,1,9,3,0,0,0,1
7954,7954,0,7,1,1,1,1,0
1946,1946,0,7,3,0,1,0,1
433,433,1,7,2,0,1,0,0
5619,5619,0,7,5,1,0,0,0
3133,3133,1,6,3,1,0,0,0
2622,2622,0,7,3,1,1,0,0
440,440,0,6,4,0,1,0,0
4650,4650,1,8,3,0,1,1,0
5474,5474,0,8,1,1,1,1,0
2639,2639,1,6,5,0,0,1,1
3060,3060,1,6,5,0,1,1,1
7426,7426,0,9,1,1,1,0,0
4113,4113,1,7,7,0,1,1,1
6090,6090,1,6,4,1,0,0,0
4554,4554,1,6,2,1,0,1,0
303,303,0,8,4,1,0,1,1
2842,2842,0,7,5,1,0,0,0
1872,1872,0,8,2,1,1,1,1
2547,2547,0,6,4,1,1,0,0
5808,5808,0,7,6,0,0,1,0
1062,1062,1,8,8,1,0,1,0
7209,7209,1,8,0,1,1,1,0
8007,8007,0,7,1,0,1,1,0
5986,5986,0,9,4,1,0,1,0
2326,2326,1,6,3,0,1,0,0
8175,8175,0,6,0,0,1,1,0
4586,4586,1,6,2,1,1,1,0
1630,1630,0,8,4,0,1,1,0
6943,6943,0,9,3,0,0,1,1
4941,4941,1,8,6,0,1,0,1
1816,1816,1,8,4,0,0,1,0
6776,6776,0,8,2,1,0,1,1
3638,3638,1,8,2,0,0,0,0
8249,8249,0,7,1,0,1,1,0
1598,1598,1,8,2,1,0,0,1
2491,2491,0,6,4,1,1,0,1
1066,1066,0,7,9,1,0,1,1
5094,5094,0,7,1,1,1,1,0
4422,4422,0,6,3,1,1,1,1
1587,1587,0,8,5,0,0,1,0
5672,5672,0,9,5,1,1,1,0
3222,3222,0,6,4,0,0,1,1
5754,5754,1,6,2,1,1,1,0
4139,4139,0,6,2,0,0,0,0
5211,5211,0,7,6,0,1,1,0
4647,4647,0,8,6,0,0,0,1
6778,6778,1,9,3,0,0,0,1
2492,2492,0,7,4,1,1,1,0
3201,3201,0,6,5,1,1,0,0
3829,3829,0,7,5,0,1,1,1
3242,3242,0,6,3,1,0,1,0
2785,2785,0,6,5,0,1,1,0
2809,2809,0,7,2,1,0,1,0
3465,3465,0,6,5,0,1,0,0
6660,6660,1,9,1,0,0,0,0
3189,3189,1,7,2,1,0,1,0
3124,3124,1,6,5,1,1,1,0
1373,1373,0,7,6,0,1,1,0
5945,5945,1,9,6,1,0,1,0
3282,3282,0,6,3,0,1,1,0
3248,3248,0,6,2,0,1,1,0
787,787,1,7,14,0,0,0,1
4998,4998,0,7,6,1,1,0,1
4548,4548,1,8,2,1,0,0,1
312,312,0,6,3,1,1,0,0
3939,3939,0,8,2,0,1,0,1
5280,5280,1,9,1,0,0,0,0
3892,3892,1,6,6,0,0,0,0
7602,7602,0,8,1,0,1,1,0
4343,4343,1,6,3,0,0,1,1
2656,2656,1,7,4,0,1,1,0
4984,4984,0,8,7,1,1,0,0
5221,5221,0,7,5,0,0,1,0
1097,1097,1,8,5,0,0,0,1
2312,2312,1,7,4,1,1,0,0
1014,1014,0,8,0,1,1,1,1
4217,4217,1,8,3,0,0,0,0
3682,3682,0,6,3,0,0,0,1
939,939,0,7,8,0,1,0,0
1101,1101,0,8,0,1,1,0,0
5912,5912,0,7,5,0,0,1,0
7109,7109,1,8,2,1,1,1,1
1799,1799,0,8,5,1,1,1,1
4512,4512,0,6,5,1,0,0,1
7827,7827,0,7,1,0,1,0,0
6981,6981,0,9,3,1,0,1,1
5809,5809,1,6,4,0,0,0,0
1594,1594,0,8,3,0,1,1,1
922,922,1,8,14,0,0,0,0
260,260,0,8,5,1,0,0,1
5676,5676,1,9,1,0,0,0,0
323,323,1,9,2,1,0,0,1
8086,8086,1,8,1,1,1,0,0
7271,7271,0,8,0,0,1,1,1
5722,5722,0,8,6,0,1,0,0
700,700,0,6,5,1,1,0,1
5461,5461,1,9,3,1,1,1,0
4101,4101,1,8,5,0,1,1,0
2729,2729,1,6,5,0,1,0,1
7421,7421,1,9,1,1,1,0,0
6801,6801,0,8,0,0,0,0,1
2435,2435,1,6,3,1,1,1,1
7388,7388,0,9,0,1,1,1,0
467,467,0,8,2,0,1,1,0
6284,6284,1,8,2,1,1,1,0
5047,5047,1,9,6,0,0,1,0
574,574,2,9,16,1,0,0,1
6733,6733,1,9,3,1,1,0,0
825,825,1,9,5,0,1,1,0
6852,6852,0,9,2,1,1,1,0
4543,4543,1,7,5,0,1,1,1
4421,4421,0,8,3,1,0,1,0
6802,6802,0,8,2,1,0,0,1
6140,6140,1,8,6,0,1,1,0
2315,2315,0,6,3,1,1,1,1
4580,4580,0,7,4,1,0,1,1
2741,2741,0,6,5,0,1,1,0
1187,1187,0,8,10,0,0,0,0
