"Ordre";"IdPersona";"Sexe";"FranjaEdat";"Municipi";"DataAlta";"Estudiant";"Treballador";"Aturat";"Jubilat";"Derivats";"Voluntaris"
"595";"634";"D";"1";"Sabadell";"2015/01/07";"N";"N";"N";"N";"3";"0"
"596";"635";"D";"1";"SABADELL";"2015/01/07";"Y";"N";"N";"N";"4";"0"
"597";"636";"D";"3";"Sabadell";"2015/01/07";"N";"Y";"N";"N";"6";"1"
"598";"637";"D";"3";"Sabadell";"2015/01/07";"N";"N";"Y";"N";"2";"0"
"599";"638";"D";"2";"Vacarisses";"2015/01/07";"N";"Y";"N";"N";"4";"0"
"600";"639";"H";"3";"Barberà del Vallès";"2015/01/07";"N";"N";"N";"Y";"3";"0"
"601";"640";"D";"2";"Sabadell";"2015/01/07";"N";"N";"N";"N";"0";"1"
"602";"641";"D";"2";"Sabadell";"2015/01/07";"N";"N";"N";"N";"0";"1"
"603";"642";"H";"3";"Sabadell";"2015/01/07";"N";"N";"N";"N";"0";"1"
"604";"643";"D";"3";"Sabadell";"2015/01/07";"N";"N";"N";"N";"0";"1"
"605";"644";"D";"3";"SABADELL";"2015/01/07";"N";"N";"N";"Y";"5";"1"
"606";"645";"D";"3";"Sabadell";"2015/01/07";"N";"N";"N";"N";"0";"1"
"607";"646";"D";"1";"Sabadell";"2015/01/07";"N";"N";"N";"N";"0";"0"
"608";"647";"D";"3";"Sabadell";"2015/01/07";"N";"N";"Y";"N";"0";"1"
"609";"648";"D";"3";"SABADELL";"2015/01/07";"N";"N";"N";"N";"0";"1"
"610";"649";"D";"2";"Sabadell";"2015/01/07";"N";"N";"N";"N";"0";"1"
"611";"650";"D";"3";"Sabadell";"2015/01/07";"N";"N";"N";"N";"0";"1"
"612";"651";"D";"1";"Sant Quirze del Vallès";"2015/01/07";"N";"N";"N";"N";"0";"1"
"613";"652";"D";"1";"Sabadell";"2015/01/07";"N";"N";"N";"N";"0";"1"
"614";"653";"D";"2";"Sabadell";"2015/01/07";"N";"N";"N";"N";"0";"1"
"615";"654";"D";"3";"SABADELL";"2015/01/07";"N";"N";"N";"N";"0";"1"
"616";"656";"D";"3";"SABADELL";"2015/01/07";"N";"N";"N";"N";"0";"2"
"617";"658";"D";"1";"SABADELL";"2015/01/07";"N";"N";"N";"N";"0";"1"
"618";"659";"D";"2";"Barberà";"2015/01/07";"N";"N";"N";"N";"0";"1"
"619";"660";"D";"2";"Sabadell";"2015/01/07";"N";"N";"N";"N";"0";"0"
"620";"661";"H";"3";"SABADELL";"2015/01/07";"N";"N";"N";"N";"0";"0"
"621";"662";"H";"2";"Sabadell";"2015/01/07";"N";"N";"N";"N";"0";"0"
"622";"663";"H";"4";"SABADELL";"2015/01/07";"N";"N";"N";"Y";"0";"0"
"623";"664";"D";"3";"Sabadell";"2015/01/07";"N";"Y";"N";"N";"0";"1"
"624";"665";"D";"3";"Sabadell";"2015/01/07";"N";"N";"N";"N";"0";"0"
"625";"666";"D";"4";"SABADELL";"2015/01/07";"N";"N";"N";"N";"0";"0"
"626";"667";"D";"3";"SABADELL";"2015/01/07";"N";"N";"N";"N";"0";"0"
"627";"668";"D";"3";"Sabadell";"2015/01/07";"N";"N";"N";"N";"6";"0"
"628";"669";"D";"3";"SABADELL";"2015/01/07";"N";"N";"N";"Y";"3";"1"
"629";"670";"H";"3";"SABADELL";"2015/01/07";"N";"N";"N";"N";"0";"0"
"630";"671";"D";"2";"Sabadell";"2015/01/07";"N";"N";"N";"N";"0";"0"
"631";"672";"H";"3";"Sabadell";"2015/01/07";"N";"N";"N";"N";"0";"0"
"632";"673";"D";"3";"Sabadell";"2015/01/07";"N";"N";"N";"N";"0";"0"
"633";"674";"H";"3";"Barberà del Vallès";"2015/01/07";"N";"N";"N";"N";"0";"0"
"634";"675";"D";"2";"Sabadell";"2015/01/07";"N";"Y";"N";"N";"5";"1"
"635";"677";"H";"2";"SABADELL";"2015/01/07";"N";"N";"Y";"N";"10";"0"
"636";"678";"H";"1";"Sabadell";"2015/01/07";"N";"N";"N";"N";"0";"0"
"637";"679";"H";"3";"Sabadell";"2015/01/07";"N";"N";"N";"N";"0";"0"
"638";"681";"D";"3";"Sabadell";"2015/01/07";"N";"N";"N";"N";"0";"0"
"639";"682";"D";"2";"Sabadell";"2015/01/07";"N";"N";"N";"N";"0";"0"
"640";"683";"H";"3";"Sabadell";"2015/01/07";"N";"N";"N";"N";"0";"0"
"641";"684";"H";"2";"Sabadell";"2015/01/07";"N";"N";"N";"N";"0";"0"
"642";"685";"D";"3";"Sabadell";"2015/01/07";"N";"N";"N";"N";"0";"0"
"643";"686";"H";"3";"SABADELL";"2015/01/07";"N";"N";"N";"N";"0";"0"
"644";"687";"H";"3";"SABADELL";"2015/01/07";"N";"N";"N";"N";"0";"0"
"645";"688";"H";"3";"Sabadell";"2015/01/07";"N";"N";"N";"N";"0";"0"
"646";"689";"H";"2";"Sabadell";"2015/01/07";"N";"N";"N";"N";"0";"0"
"647";"690";"D";"3";"SABADELL";"2015/01/07";"N";"Y";"N";"N";"4";"0"
"648";"691";"D";"3";"Cerdanyola del Vallès";"2015/01/07";"N";"Y";"N";"N";"4";"0"
"649";"692";"D";"3";"Sabadell";"2015/01/07";"N";"N";"Y";"N";"5";"1"
"650";"693";"D";"2";"Sabadell";"2015/01/07";"N";"Y";"N";"N";"6";"0"
"651";"694";"H";"1";"";"2015/01/07";"N";"N";"N";"N";"4";"0"
"652";"695";"D";"1";"";"2015/01/07";"Y";"N";"Y";"N";"5";"0"
"653";"696";"D";"3";"SABADELL";"2015/01/07";"N";"N";"Y";"N";"4";"0"
"654";"697";"H";"2";"Sabadell";"2015/01/07";"N";"N";"Y";"N";"5";"0"
"655";"698";"D";"3";"Sabadell";"2015/01/07";"N";"Y";"N";"N";"5";"0"
"656";"699";"D";"3";"Sabadell";"2015/01/07";"N";"N";"Y";"N";"3";"1"
"657";"700";"D";"1";"Sabadell";"2015/01/07";"Y";"N";"N";"N";"4";"1"
"658";"701";"H";"1";"Sabadell";"2015/01/07";"N";"N";"Y";"N";"8";"0"
"659";"702";"D";"3";"Sabadell";"2015/01/07";"N";"N";"N";"N";"0";"0"
"660";"703";"H";"2";"SANTA PERPÈTUA DE MOGODA";"2015/01/07";"N";"N";"N";"N";"0";"0"
"661";"704";"H";"3";"Barcelona";"2015/01/07";"N";"N";"N";"N";"0";"0"
"662";"705";"D";"2";"Sabadel";"2015/01/07";"N";"N";"N";"N";"0";"0"
"663";"706";"H";"3";"Barcelona";"2015/01/07";"N";"N";"N";"N";"0";"0"
"664";"707";"H";"2";"SABADELL";"2015/01/07";"N";"N";"N";"N";"0";"0"
"665";"708";"D";"2";"Sabadell";"2015/01/07";"N";"N";"N";"N";"0";"1"
"666";"709";"D";"3";"SABADELL";"2014/02/04";"N";"Y";"N";"N";"10";"0"
"667";"710";"D";"3";"Sabadell";"2015/01/07";"N";"N";"N";"N";"0";"0"
"668";"711";"H";"3";"SABADELL";"2015/01/07";"N";"N";"Y";"N";"3";"0"
"669";"712";"H";"3";"Sabadell";"2015/01/07";"N";"N";"N";"Y";"5";"0"
"670";"713";"H";"1";"Sabadell";"2015/01/07";"N";"N";"Y";"N";"7";"0"
"671";"714";"D";"3";"Sabadell";"2015/01/07";"N";"N";"N";"N";"0";"0"
"672";"715";"H";"3";"Sabadell";"2015/01/07";"N";"N";"Y";"N";"4";"0"
"673";"716";"D";"1";"Sabadell";"2015/01/07";"N";"N";"Y";"N";"6";"0"
"674";"717";"D";"1";"Sabadell";"2015/01/07";"N";"Y";"N";"N";"5";"0"
"675";"718";"H";"3";"Sant Quirze del Vallès";"2014/06/11";"N";"Y";"N";"N";"6";"1"
"676";"719";"H";"2";"Sabadell";"2015/01/07";"N";"N";"N";"N";"5";"1"
"677";"720";"D";"1";"Sabadell";"2015/01/07";"N";"N";"N";"N";"3";"0"
"678";"721";"D";"3";"Sabadell";"2015/01/07";"N";"Y";"N";"N";"5";"0"
"679";"722";"D";"2";"BADIA DEL VALLÈS";"2015/01/07";"N";"N";"N";"N";"5";"0"
"680";"723";"H";"3";"SABADELL";"2015/01/07";"N";"Y";"N";"N";"4";"1"
"681";"724";"D";"2";"Sabadell";"2015/01/07";"N";"Y";"N";"N";"5";"0"
"682";"725";"H";"1";"Castellar del Vallès";"2015/01/07";"Y";"N";"N";"N";"4";"0"
"683";"726";"D";"2";"Sabadell";"2014/01/07";"N";"Y";"N";"N";"5";"0"
"684";"727";"H";"4";"Sabadell";"2014/01/07";"N";"N";"N";"Y";"7";"1"
"685";"728";"H";"3";"Sabadell";"2014/01/09";"N";"N";"N";"Y";"5";"1"
"686";"729";"H";"3";"Sabadell";"2014/01/10";"N";"N";"N";"N";"1";"0"
"687";"730";"H";"2";"Sabadell";"2014/01/09";"N";"Y";"N";"N";"4";"0"
"688";"731";"D";"1";"Barberà del Vallès";"2014/01/09";"N";"Y";"N";"N";"3";"0"
"689";"732";"D";"3";"SABADELL";"2014/01/09";"N";"N";"N";"Y";"3";"0"
"690";"733";"D";"2";"Terrassa";"2014/01/14";"N";"Y";"N";"N";"4";"0"
"691";"734";"H";"3";"Sabadell";"2015/01/07";"N";"Y";"N";"N";"3";"0"
"692";"735";"D";"3";"Sabadell";"2014/01/14";"N";"Y";"N";"N";"3";"1"
"693";"736";"H";"2";"Sabadell";"2014/01/15";"N";"N";"Y";"N";"4";"1"
"694";"739";"D";"4";"Sabadell";"2014/01/16";"N";"N";"N";"Y";"2";"0"
"695";"740";"D";"3";"SABADELL";"2014/01/16";"N";"N";"Y";"N";"6";"0"
"696";"741";"D";"1";"Sabadell";"2014/01/21";"N";"N";"Y";"N";"2";"1"
"697";"742";"H";"2";"Sabadell";"2014/01/21";"N";"Y";"N";"N";"3";"0"
"698";"743";"D";"3";"CALONGE";"2014/01/21";"N";"N";"N";"Y";"5";"0"
"699";"744";"D";"3";"Sabadell";"2014/01/21";"N";"N";"N";"Y";"4";"1"
"700";"745";"D";"2";"SABADELL";"2014/01/21";"N";"Y";"N";"N";"6";"1"
"701";"746";"H";"2";"Sabadell";"2014/01/24";"N";"N";"Y";"N";"2";"0"
"702";"747";"D";"3";"SABADELL";"2014/01/24";"N";"N";"Y";"N";"7";"1"
"703";"748";"D";"3";"Sabadell";"2014/01/24";"N";"N";"Y";"N";"7";"1"
"704";"749";"D";"2";"Sabadell";"2014/01/28";"Y";"Y";"N";"N";"6";"0"
"705";"750";"D";"1";"Sabadell";"2014/01/28";"N";"Y";"N";"N";"6";"1"
"706";"751";"H";"3";"SABADELL";"2014/01/28";"N";"Y";"N";"N";"3";"0"
"707";"752";"H";"3";"SABADELL";"2014/01/28";"N";"N";"Y";"N";"0";"1"
"708";"753";"D";"1";"Sabadell";"2014/01/28";"Y";"N";"N";"N";"4";"1"
"709";"754";"H";"2";"Sabadell";"2014/01/29";"N";"Y";"N";"N";"3";"1"
"710";"755";"D";"1";"SABADELL";"2014/05/04";"Y";"N";"N";"N";"5";"2"
"711";"756";"D";"4";"BARBERÀ DEL VALLÈS";"2014/02/10";"N";"N";"N";"Y";"0";"0"
"712";"757";"D";"3";"SABADELL";"2014/02/10";"N";"N";"N";"Y";"6";"1"
"713";"758";"H";"2";"Sabadell";"2014/02/11";"N";"N";"Y";"N";"3";"0"
"714";"759";"D";"4";"Sabadell";"2014/02/11";"N";"N";"N";"Y";"0";"1"
"715";"760";"D";"2";"SABADELL";"2014/02/18";"N";"Y";"N";"N";"5";"1"
"716";"761";"D";"3";"Sabadell";"2014/02/18";"N";"Y";"N";"N";"4";"0"
"717";"762";"D";"2";"SABADELL";"2014/02/18";"N";"Y";"N";"N";"1";"0"
"718";"763";"D";"2";"SABADELL";"2014/02/20";"N";"N";"Y";"N";"3";"0"
"719";"764";"D";"2";"Castellar del Vallès";"2014/02/20";"Y";"N";"Y";"N";"7";"0"
"720";"765";"D";"1";"Sabadell";"2014/02/20";"N";"N";"Y";"N";"5";"0"
"721";"766";"D";"2";"SABADELL";"2014/02/20";"N";"Y";"N";"N";"5";"0"
"722";"767";"D";"1";"Sabadell";"2014/02/20";"Y";"N";"N";"N";"6";"0"
"723";"768";"H";"3";"";"2014/02/25";"N";"N";"Y";"N";"4";"1"
"724";"769";"D";"3";"SABADELL";"2014/02/25";"N";"N";"N";"Y";"0";"0"
"725";"770";"H";"3";"BARBERÀ DEL VALLÈS";"2014/02/25";"N";"N";"N";"Y";"5";"0"
"726";"771";"D";"1";"Sabadell";"2014/02/25";"Y";"N";"N";"N";"8";"1"
"727";"772";"H";"3";"SABADELL";"2014/02/25";"N";"Y";"N";"N";"6";"0"
"728";"773";"H";"2";"Sabadell";"2014/02/27";"N";"Y";"N";"N";"4";"0"
"729";"775";"D";"1";"Sabadell";"2014/03/04";"Y";"N";"N";"N";"4";"0"
"730";"776";"D";"3";"Sant Quirze del Vallès";"2014/03/04";"N";"N";"Y";"N";"4";"1"
"731";"777";"D";"3";"RUBÍ";"2014/03/06";"N";"N";"Y";"N";"5";"0"
"732";"778";"D";"1";"SABADELL";"2014/03/04";"Y";"N";"N";"N";"5";"0"
"733";"779";"H";"2";"Sabadell";"2014/03/06";"N";"N";"Y";"N";"6";"1"
"734";"780";"D";"1";"Sabadell";"2014/03/06";"Y";"N";"N";"N";"4";"0"
"735";"781";"D";"1";"Sabadell";"2014/03/06";"Y";"N";"N";"N";"5";"0"
"736";"782";"H";"1";"CASTELLAR DEL VALLÈS";"2014/03/11";"Y";"N";"N";"N";"4";"1"
"737";"783";"D";"4";"SABADELL";"2014/03/11";"N";"N";"N";"Y";"7";"1"
"738";"784";"D";"1";"SABADELL";"2014/03/11";"Y";"N";"N";"N";"7";"0"
"739";"785";"D";"2";"Sabadell";"2014/03/13";"N";"N";"Y";"N";"6";"1"
"740";"786";"H";"3";"SABADELL";"2014/03/13";"N";"N";"Y";"N";"6";"1"
"741";"787";"D";"3";"SABADELL";"2014/03/19";"N";"N";"N";"Y";"0";"0"
"742";"788";"H";"2";"Sabadell";"2014/03/19";"N";"N";"Y";"N";"5";"0"
"743";"789";"D";"4";"SABADELL";"2014/03/19";"N";"N";"N";"Y";"0";"0"
"744";"790";"D";"3";"Sabadell";"2014/03/19";"N";"N";"N";"Y";"0";"1"
"745";"791";"H";"3";"Sabadell";"2014/03/19";"N";"N";"N";"N";"0";"1"
"746";"792";"D";"3";"Sabadell";"2014/03/19";"N";"N";"N";"Y";"0";"0"
"747";"793";"D";"3";"Sabadell";"2014/03/19";"N";"N";"N";"N";"0";"1"
"748";"794";"H";"2";"CASTELLAR DEL VALLÈS";"2014/02/18";"N";"N";"Y";"N";"5";"0"
"749";"795";"D";"2";"SANTA PERPÈTUA DE MOGODA";"2014/03/18";"Y";"N";"Y";"N";"5";"0"
"750";"796";"D";"2";"Sabadell";"2014/03/18";"N";"N";"Y";"N";"7";"0"
"751";"797";"D";"1";"Sabadell";"2014/03/20";"N";"Y";"N";"N";"7";"0"
"752";"798";"H";"1";"RUBÍ";"2014/03/20";"Y";"N";"N";"N";"6";"0"
"753";"800";"D";"1";"Sabadell";"2014/03/25";"N";"N";"Y";"N";"4";"0"
"754";"801";"D";"3";"SABADELL";"2014/03/27";"N";"N";"N";"N";"3";"0"
"755";"802";"D";"3";"Sabadell";"2014/03/27";"N";"Y";"N";"N";"5";"0"
"756";"803";"D";"1";"SABADELL";"2014/03/27";"N";"N";"N";"Y";"7";"0"
"757";"804";"D";"1";"Barberà del Vallès";"2014/03/25";"N";"Y";"N";"N";"0";"0"
"758";"805";"D";"3";"Sabadell";"2014/03/25";"N";"Y";"N";"N";"3";"1"
"759";"806";"D";"1";"Sabadell";"2014/04/01";"N";"N";"N";"N";"6";"1"
"760";"807";"D";"3";"Sabadell";"2014/04/01";"N";"Y";"N";"N";"8";"0"
"761";"808";"D";"3";"SABADELL";"2014/04/03";"N";"N";"N";"Y";"5";"2"
"762";"809";"D";"2";"SABADELL";"2014/04/01";"N";"Y";"N";"N";"3";"0"
"763";"810";"H";"3";"SABADELL";"2014/04/08";"N";"N";"N";"N";"3";"1"
"764";"811";"D";"1";"Sabadell";"2014/04/09";"Y";"N";"N";"N";"5";"0"
"765";"812";"D";"1";"SABADELL";"2014/04/08";"Y";"N";"N";"N";"4";"0"
"766";"813";"D";"1";"SABADELL";"2014/04/09";"Y";"N";"N";"N";"13";"3"
"767";"814";"D";"1";"SANT QUIRZE DEL VALLÈS";"2014/04/09";"N";"N";"N";"N";"5";"0"
"768";"815";"D";"1";"SABADELL";"2014/04/17";"Y";"N";"N";"N";"5";"0"
"769";"816";"H";"1";"Sabadell";"2014/04/22";"N";"N";"Y";"N";"5";"0"
"770";"817";"D";"2";"Sabadell";"2014/04/22";"N";"Y";"N";"N";"4";"0"
"771";"818";"D";"3";"SABADELL";"2014/04/22";"N";"N";"N";"Y";"4";"0"
"772";"819";"D";"1";"Sentmenat";"2014/04/22";"N";"N";"Y";"N";"8";"1"
"773";"820";"D";"3";"SABADELL";"2014/04/29";"N";"N";"N";"Y";"3";"0"
"774";"821";"D";"2";"Sabadell";"2014/04/29";"N";"Y";"N";"N";"5";"0"
"775";"822";"D";"1";"Castellar del Vallès";"2014/04/29";"N";"N";"N";"N";"4";"0"
"776";"823";"D";"1";"Sabadell";"2014/04/29";"Y";"N";"N";"N";"6";"0"
"777";"824";"H";"2";"Sabadell";"2014/05/08";"N";"N";"N";"Y";"6";"1"
"778";"825";"D";"2";"Sabadell";"2014/05/06";"N";"Y";"N";"N";"5";"1"
"779";"826";"D";"1";"SABADELL";"2014/05/15";"N";"N";"Y";"N";"5";"0"
"780";"827";"H";"2";"Sabadell";"2014/05/13";"N";"Y";"N";"N";"6";"0"
"781";"828";"D";"3";"SABADELL";"2014/05/15";"N";"N";"N";"Y";"4";"2"
"782";"829";"D";"3";"Sabadell";"2014/05/15";"N";"N";"Y";"N";"7";"1"
"783";"830";"D";"1";"SABADELL";"2014/05/13";"Y";"N";"N";"N";"4";"0"
"784";"831";"H";"1";"SABADELL";"2014/05/13";"N";"N";"Y";"N";"7";"0"
"785";"832";"D";"1";"SABADELL";"2014/06/02";"Y";"N";"N";"N";"4";"0"
"786";"833";"D";"2";"SABADELL";"2014/05/27";"N";"N";"Y";"N";"11";"2"
"787";"834";"D";"2";"Sabadell";"2014/05/27";"N";"Y";"N";"N";"6";"1"
"788";"835";"H";"2";"Barberà del Vallès";"2014/05/27";"N";"Y";"N";"N";"5";"0"
"789";"836";"D";"3";"Sabadell";"2014/05/29";"N";"Y";"N";"N";"6";"1"
"790";"837";"D";"3";"SABADELL";"2014/05/29";"N";"N";"Y";"N";"6";"0"
"791";"838";"H";"3";"Sabadell";"2014/06/12";"N";"N";"N";"N";"5";"0"
"792";"839";"D";"1";"Viladecavalls";"2014/06/12";"Y";"N";"N";"N";"0";"0"
"793";"841";"D";"1";"Viladecavalls";"2014/06/12";"Y";"N";"N";"N";"0";"0"
"794";"843";"H";"3";"Sabadell";"2014/06/12";"N";"N";"N";"N";"0";"0"
"795";"844";"D";"2";"Esparreguera";"2014/06/12";"N";"N";"N";"N";"0";"0"
"796";"845";"D";"3";"Sabadell";"2014/06/12";"N";"N";"N";"N";"0";"0"
"797";"846";"D";"3";"SABADELL";"2014/06/12";"N";"Y";"N";"N";"4";"1"
"798";"847";"D";"2";"Sabadell";"2014/06/12";"N";"Y";"N";"N";"0";"0"
"799";"848";"D";"3";"SABADELL";"2014/06/12";"N";"N";"Y";"N";"7";"2"
"800";"849";"H";"2";"SABADELL";"2014/06/12";"N";"N";"Y";"N";"0";"0"
"801";"850";"D";"2";"Sabadell";"2014/06/03";"N";"Y";"N";"N";"8";"0"
"802";"851";"H";"3";"SABADELL";"2014/06/03";"Y";"N";"Y";"N";"2";"0"
"803";"852";"H";"3";"Sant Quirze del Vallès";"2014/06/03";"N";"N";"N";"Y";"7";"0"
"804";"853";"H";"3";"Sabadell";"2014/06/03";"N";"N";"Y";"N";"4";"1"
"805";"854";"D";"1";"Sabadell";"2014/06/03";"Y";"Y";"N";"N";"7";"0"
"806";"855";"H";"3";"SABADELL";"2014/06/04";"N";"N";"N";"Y";"6";"0"
"807";"856";"H";"3";"SABADELL";"2014/06/20";"N";"Y";"N";"N";"11";"0"
"808";"857";"D";"3";"Sabadell";"2014/06/25";"N";"N";"N";"Y";"6";"0"
"809";"858";"D";"3";"Sabadell";"2014/06/25";"N";"N";"Y";"N";"5";"1"
"810";"859";"D";"1";"Sabadell";"2014/06/25";"Y";"N";"N";"N";"9";"0"
"811";"860";"D";"3";"Sabadell";"2014/07/01";"N";"N";"Y";"N";"5";"1"
"812";"861";"D";"3";"SABADELL";"2014/07/08";"N";"N";"N";"N";"5";"1"
"813";"862";"D";"1";"SABADELL";"2014/07/02";"Y";"N";"N";"N";"6";"0"
"814";"863";"D";"3";"Sabadell";"2014/07/02";"N";"Y";"N";"N";"3";"0"
"815";"864";"H";"1";"SABADELL";"2014/07/03";"Y";"Y";"N";"N";"10";"0"
"816";"865";"D";"2";"SABADELL";"2014/07/03";"Y";"N";"N";"N";"4";"1"
"817";"866";"D";"1";"SABADELL";"2014/07/03";"N";"N";"Y";"N";"6";"0"
"818";"867";"D";"1";"SABADELL";"2014/07/03";"Y";"N";"N";"N";"9";"0"
"819";"868";"D";"3";"Sabadell";"2014/07/10";"N";"N";"N";"N";"6";"1"
"820";"869";"D";"1";"SABADELL";"2014/07/10";"N";"N";"N";"N";"4";"1"
"821";"870";"D";"1";"Sabadell";"2014/07/10";"Y";"N";"N";"N";"8";"0"
"822";"871";"D";"2";"SABADELL";"2014/07/15";"N";"Y";"N";"N";"3";"0"
"823";"872";"D";"1";"Sabadell";"2014/07/15";"Y";"N";"N";"N";"2";"0"
"824";"873";"D";"1";"Sabadell";"2014/07/17";"Y";"N";"N";"N";"4";"0"
"825";"874";"H";"3";"SABADELL";"2014/07/17";"N";"N";"Y";"N";"0";"0"
"826";"876";"H";"3";"Sabadell";"2014/07/28";"N";"N";"N";"N";"5";"1"
"827";"877";"H";"3";"SENTMENAT";"2014/08/05";"N";"Y";"N";"N";"7";"0"
"828";"878";"D";"3";"Sabadell";"2014/07/30";"N";"N";"Y";"N";"4";"0"
"829";"879";"D";"1";"SABADELL";"2014/07/29";"N";"N";"Y";"N";"4";"0"
"830";"880";"D";"2";"SABADELL";"2014/07/29";"N";"N";"Y";"N";"3";"1"
"831";"881";"D";"2";"SABADELL";"2014/07/29";"N";"Y";"N";"N";"6";"1"
"832";"882";"D";"2";"Sabadell";"2014/09/04";"N";"Y";"N";"N";"0";"0"
"833";"883";"H";"2";"SABADELL";"2014/09/02";"N";"N";"Y";"N";"3";"0"
"834";"884";"D";"1";"SABADELL";"2014/09/04";"N";"Y";"N";"N";"5";"0"
"835";"885";"D";"2";"Sabadell";"2014/09/02";"N";"Y";"N";"N";"5";"0"
"836";"886";"D";"3";"SABADELL";"2014/09/09";"N";"Y";"N";"N";"2";"0"
"837";"888";"D";"1";"Sabadell";"2014/09/09";"Y";"N";"N";"N";"4";"0"
"838";"889";"H";"3";"Polinyà";"2014/09/09";"N";"N";"N";"Y";"2";"0"
"839";"890";"D";"3";"SABADELL";"2014/09/09";"N";"Y";"N";"N";"1";"1"
"840";"891";"H";"3";"Sabadell";"2014/09/16";"N";"N";"Y";"N";"2";"1"
"841";"892";"D";"1";"SABADELL";"2014/09/16";"N";"Y";"N";"N";"2";"0"
"842";"893";"D";"3";"Sabadell";"2014/09/16";"N";"Y";"N";"N";"4";"1"
"843";"894";"H";"3";"SABADELL";"2014/09/16";"N";"N";"Y";"N";"4";"2"
"844";"895";"H";"3";"Sabadell";"2014/09/23";"N";"N";"Y";"N";"6";"1"
"845";"896";"D";"1";"";"2014/09/25";"N";"N";"Y";"Y";"1";"0"
"846";"897";"H";"1";"Sabadell";"2014/09/23";"Y";"N";"N";"N";"4";"0"
"847";"898";"H";"3";"Cerdanyola del Vallès";"2014/09/25";"N";"N";"Y";"N";"5";"1"
"848";"899";"D";"2";"Sabadell";"2014/09/25";"N";"N";"N";"Y";"4";"0"
"849";"901";"D";"1";"SABADELL";"2014/09/30";"Y";"N";"N";"N";"4";"1"
"850";"902";"H";"2";"SABADELL";"2014/10/01";"Y";"N";"Y";"N";"7";"0"
"851";"903";"D";"3";"SABADELL";"2014/10/01";"N";"N";"Y";"N";"4";"1"
"852";"906";"D";"2";"Sabadell";"2014/10/09";"N";"Y";"N";"N";"7";"0"
"853";"907";"H";"2";"Sabadell";"2014/10/09";"N";"Y";"N";"N";"6";"0"
"854";"908";"D";"3";"SABADELL";"2014/10/08";"N";"Y";"N";"N";"6";"1"
"855";"909";"D";"2";"SABADELL";"2014/10/08";"N";"N";"Y";"N";"5";"0"
"856";"910";"D";"3";"SABADELL";"2014/10/09";"N";"N";"Y";"N";"5";"2"
"857";"911";"D";"4";"Sabadell";"2014/10/14";"N";"N";"N";"Y";"2";"0"
"858";"912";"H";"4";"SABADELL";"2014/10/14";"N";"N";"N";"N";"4";"0"
"859";"913";"H";"3";"SABADELL";"2014/10/16";"N";"N";"Y";"N";"6";"0"
"860";"915";"D";"1";"SABADELL";"2014/10/16";"N";"Y";"N";"N";"4";"0"
"861";"916";"H";"3";"Barberà del Vallès";"2014/10/20";"N";"N";"N";"Y";"3";"0"
"862";"917";"D";"3";"Sabadell";"2014/10/21";"N";"N";"Y";"N";"4";"0"
"863";"918";"D";"3";"Barberà del Vallès";"2014/10/22";"N";"N";"N";"Y";"4";"0"
"864";"919";"H";"2";"Sabadell";"2014/10/23";"N";"Y";"N";"N";"2";"0"
"865";"920";"H";"1";"Sant Cugat";"2014/10/28";"Y";"N";"N";"N";"3";"0"
"866";"922";"D";"4";"Sabadell";"2011/11/03";"N";"N";"N";"Y";"0";"0"
"867";"923";"D";"1";"Sabadell";"2014/11/03";"Y";"N";"N";"N";"0";"0"
"868";"924";"D";"2";"SABADELL";"2014/11/03";"N";"Y";"N";"N";"0";"0"
"869";"925";"H";"1";"SABADELL";"2014/11/03";"N";"N";"Y";"N";"0";"0"
"870";"926";"D";"3";"Sabadell";"2014/11/03";"N";"N";"N";"Y";"0";"0"
"871";"927";"D";"1";"Sabadell";"2014/11/03";"N";"N";"Y";"N";"0";"0"
"872";"928";"D";"3";"SABADELL";"2014/11/03";"N";"Y";"N";"N";"0";"0"
"873";"929";"D";"1";"Sabadell";"2014/11/03";"Y";"N";"N";"N";"0";"0"
"874";"930";"D";"2";"SABADELL";"2014/11/03";"Y";"Y";"N";"N";"0";"0"
"875";"931";"D";"3";"Sabadell";"2014/11/03";"N";"N";"N";"N";"0";"0"
"876";"932";"D";"3";"Sabadell";"2014/11/03";"N";"Y";"N";"N";"0";"0"
"877";"933";"H";"1";"SABADELL";"2015/01/07";"Y";"N";"N";"N";"0";"0"
"878";"935";"D";"4";"SABADELL";"2014/10/30";"N";"N";"N";"Y";"5";"2"
"879";"936";"D";"2";"SABADELL";"2014/10/30";"N";"N";"Y";"N";"0";"0"
"880";"937";"D";"2";"Sabadell";"2014/10/30";"N";"Y";"N";"N";"0";"0"
"881";"938";"H";"1";"Sabadell";"2014/10/30";"Y";"N";"N";"N";"0";"0"
"882";"939";"D";"1";"La Garriga";"2014/10/30";"Y";"Y";"N";"N";"0";"0"
"883";"940";"D";"4";"Sabadell";"2014/10/30";"N";"N";"N";"Y";"0";"0"
"884";"942";"D";"1";"SABADELL";"2014/10/30";"Y";"Y";"N";"N";"0";"0"
"885";"943";"D";"3";"SABADELL";"2014/10/30";"N";"Y";"N";"N";"0";"0"
"886";"944";"D";"3";"SABADELL";"2014/10/30";"N";"Y";"N";"N";"7";"0"
"887";"945";"D";"1";"SABADELL";"2014/10/30";"N";"N";"Y";"N";"0";"0"
